"problem_id","input","output"
"1422","[1, 2, 3, 4, 5, 6, 7, 8],[2, 2, 3, 1, 2, 6, 7, 9]","4"
"1422","[2, 4, -6, -9, 11, -12, 14, -5, 17],[2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8]","1"
"1422","[0, 1, 2, -1, -5, 6, 0, -3, -2, 3, 4, 6, 8],[2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8]","11"
"1423","8,10","37"
"1423","8,15","62"
"1423","2,100","115"
"1424","'Cortex ""A53"" Based ""multi"" tasking ""Processor""'","['A53', 'multi', 'Processor']"
"1424","'Watch content ""4k Ultra HD"" resolution with ""HDR 10"" Support'","['4k Ultra HD', 'HDR 10']"
"1424","'Cast your ""favorite"" entertainment ""apps""'","['favorite', 'apps']"
"1425","(1, 5, 7, 8, 10)","(5, 35, 56, 80)"
"1425","(2, 4, 5, 6, 7)","(8, 20, 30, 42)"
"1425","(12, 13, 14, 9, 15)","(156, 182, 126, 135)"
"1426","""Cool543Triks@:, Make@987Trips""","'Cool543TriksMake987Trips'"
"1426","""123abcjw:, .@! eiw""","'123abcjweiw'"
"1426","""Hello1234:, ! Howare33u""","'Hello1234Howare33u'"
"1427","[15,20,30],[15,45,75]","[30,65,105]"
"1427","[10,20,30],[15,25,35]","[25,45,65]"
"1427","[1,2,3],[5,6,7]","[6,8,10]"
"1428","[10,20],[50,70]","[60,90]"
"1428","[1, 2, 3],[4,5,6]","[5, 7, 9]"
"1428","[1,2],[3,4]","[4,6]"
"1429","[10, 10, 15, 19, 18, 18, 17, 26, 26, 17, 18, 10]","[10, 15, 19, 18, 17, 26, 17, 18, 10]"
"1429","['a', 'a', 'b', 'c', 'd', 'd']","['a', 'b', 'c', 'd']"
"1429","[0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4 ]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 4]"
"1430","5,12","204.20352248333654"
"1430","19,17","1521.8090132193388"
"1430","10,15","566.3586699569488"
"1431","'ram reshma,ram rahim'","('ram:reshma:ram:rahim')"
"1431","'Python language, Programming language.'","('Python:language::Programming:language:')"
"1431","'a b c,d e f'","('a:b:c:d:e:f')"
"1432","[2, 4, 1, 5, 6, 6, 8, 9, 9, 9], 6","4"
"1432","[2, 3, 5, 5, 6, 6, 8, 9, 9, 9], 5","2"
"1432","[2, 5, 5, 5, 6, 6, 8, 9, 9, 9], 5","1"
"1433","[1,2,3,4],4","84"
"1433","[1,2],2","5"
"1433","[1,2,3],3","20"
"1434","11","13"
"1434","10","12"
"1434","9","15"
"1435","[1,2,4,5],7","4"
"1435","[1,2,4,5],3","2"
"1435","[1,2,4,5],6","4"
"1436","""annie""","'Valid'"
"1436","""Else""","'Valid'"
"1436","""dawood""","'Invalid'"
"1437","8","1.99609375"
"1437","7","1.9921875"
"1437","4","1.9375"
"1438","2","4"
"1438","4","45"
"1438","3","14"
"1439","(7, 8, 9, 10, 11, 12)","{7: 8, 9: 10, 11: 12}"
"1439","(1, 2, 3, 4, 5, 6)","{1: 2, 3: 4, 5: 6}"
"1439","(1, 5, 7, 10, 13, 5)","{1: 5, 7: 10, 13: 5}"
"1440","""data""","False"
"1440","""aaa""","True"
"1440","""python""","False"
"1441","10","173.20508075688772"
"1441","20","692.8203230275509"
"1441","3","15.588457268119894"
"1442","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10],5,2","[6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7, 8]"
"1442","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10],2,2","[9, 10, 1, 2, 3, 4, 5, 6, 7, 8]"
"1442","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10],3,4","[8, 9, 10, 1, 2, 3, 4, 5, 6]"
"1443","(1, 2, 3, 4, None)","True"
"1443","(7, 8, 9, 11, 14)","False"
"1443","(10, 4, 5, 6, None)","True"
"1444","20,25","[22, 24]"
"1444","1,15","[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15]"
"1444","1,22","[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 22]"
"1445","9,360",""
"1445","9,45","31.82142857142857"
"1445","4,45","6.285714285714286"
"1446","'abcd1e2', 'bc12ea', 'bd1ea', 7, 6, 5","3"
"1446","'Reels', 'Reelsfor', 'ReelsforReels', 5, 8, 13","5"
"1446","'AGGT12', '12TXAYB', '12XBA', 6, 7, 5","2"
"1447","""GetReadyToBeCodingFreak""","'Get Ready To Be Coding Freak'"
"1447","""PythonProgrammingExamples""","'Python Programming Examples'"
"1447","""Python""","'Python'"
"1448","['1','3','5','7','1', '3','13', '15', '17','5', '7 ','9','1', '11']","[1, 1, 1, 3, 3, 5, 5, 7, 7, 9, 11, 13, 15, 17]"
"1448","['2','3','8','4','7','9','8','2','6','5','1','6','1','2','3','4','6','9','1','2']","[1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 5, 6, 6, 6, 7, 8, 8, 9, 9]"
"1448"," ['4','12','45','7','0','100','200','-12','-500']","[-500, -12, 0, 4, 7, 12, 45, 100, 200]"
"1449","[7, 8, 9], (11, 12)","[7, 8, 9, 11, 12]"
"1449","[6, 7, 8], (10, 11)","[6, 7, 8, 10, 11]"
"1449","[5, 6, 7], (9, 10)","[5, 6, 7, 9, 10]"
"1450","[2, 10, 4, 5, 3, 15], 0","False"
"1450","[2, 3, 4, 5, 10, 15], 0","True"
"1450","[1, 2, 3, 4, 5, 6], 0","True"
"1451","4","5"
"1451","2","1"
"1451","5","11"
"1452","[('tanmay', 14), ('Amer', 11), ('Ayesha', 9), ('SKD', 16)], 1","[('Ayesha', 9)]"
"1452","[('Sanjeev', 11), ('Angat', 5), ('Akash', 3), ('Nepin', 9)], 3","[('Akash', 3), ('Angat', 5), ('Nepin', 9)]"
"1452","[('Manjeet', 10), ('Akshat', 4), ('Akash', 2), ('Nikhil', 8)], 2","[('Akash', 2), ('Akshat', 4)]"
"1453","[1, 1, 3, 4, 6, 5, 6],[0, 1, 2, 3, 4, 5, 7],[0, 1, 2, 3, 4, 5, 7]","[1, 5]"
"1453","[1, 1, 3, 4, 5, 6, 7],[0, 1, 2, 3, 4, 6, 5],[0, 1, 2, 3, 4, 6, 7]","[1, 6]"
"1453","[1, 1, 3, 4, 5, 6, 7],[0, 1, 2, 3, 4, 5, 7],[0, 1, 2, 3, 4, 5, 7]","[1, 7]"
"1454","[2,2]",""
"1454","[1, 1, -0.5, 0, 2, -2, -2]","-0.5"
"1454","[1, 2, -8, -2, 0, -2]","-2"
"1455","""abbbba""","('Found a match!')"
"1455","""dc""","('Not matched!')"
"1455","""ac""","('Found a match!')"
"1456","[""makes"", ""best"", ""sekam"", ""for"", ""rof""]","'2'"
"1456","[""geeks"", ""best"", ""for"", ""skeeg""]","'1'"
"1456","[""julia"", ""best"", ""tseb"", ""for"", ""ailuj""]","'2'"
"1457","[[10, 20, 30, 40], [60, 70, 50, 50], [90, 100, 200]]","{(10, 20, 30, 40): 1, (60, 70, 50, 50): 1, (90, 100, 200): 1}"
"1457","[['green', 'orange'], ['black'], ['green', 'orange'], ['white']]","{('green', 'orange'): 2, ('black',): 1, ('white',): 1}"
"1457","[[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]] ","{(1, 3): 2, (5, 7): 2, (13, 15, 17): 1, (9, 11): 1}"
"1458","'3.124587'","False"
"1458","'e666.86'","False"
"1458","'123.11'","True"
"1459","[1,2,3,4,5],5","'NO'"
"1459","[1,2,1,2],4","'NO'"
"1459","[1,1,1],3","'YES'"
"1460","5,270","11.785714285714285"
"1460","9,480",""
"1460","9,45","3.5357142857142856"
"1461","12","False"
"1461","2","False"
"1461","6","True"
"1462","(30,5,20,9),4","4"
"1462","(4,3,2,6),4","1"
"1462","(1,5,3,19,18,25),6","1"
"1463","'123'","3"
"1463","'3wonders'","1"
"1463","'program2bedone'","1"
"1464","9","13"
"1464","4","7"
"1464","7","11"
"1465","[1,2,3,4,5,6,7,8,9,10]","[(1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]"
"1465","[1,5,7,9,10]","[(1, 5), (5, 7), (7, 9), (9, 10)]"
"1465","[1,1,2,3,3,4,4,5]","[(1, 1), (1, 2), (2, 3), (3, 3), (3, 4), (4, 4), (4, 5)]"
"1466","[1,-2,3],3,1","1"
"1466","[1,5,7,-1,5],5,6","3"
"1466","[1,1,1,1],4,2","6"
"1467","18","False"
"1467","21","True"
"1467","13","True"
"1468","(Diff([1,2,3], [6,7,1]))","[2,3,6,7]"
"1468","(Diff([1,2,3,4,5], [6,7,1]))","[2,3,4,5,6,7]"
"1468","(Diff([10, 15, 20, 25, 30, 35, 40], [25, 40, 35]))","[10, 20, 30, 15]"
"1469","4","3108"
"1469","3","707"
"1469","2","82"
"1470","""{()}[{}][]({})""","True"
"1470","""{()}[{]""","False"
"1470","""{()}[{}]""","True"
"1471","'Forces of darkeness is come into the play', 4","'Forces of darkeness is the'"
"1471","'If you told me about this ok', 4","'If you me about ok'"
"1471","'The person is most value tet', 3","'person is most value'"
"1472","'python programming,programming language','language'","('language', 31, 39)"
"1472","'python programming,programming language','programming'","('programming', 7, 18)"
"1472","'python programming, python language','python'","('python', 0, 6)"
"1473","""ankitaoie326.com""","'Invalid Email'"
"1473","""my.ownsite@ourearth.org""","'Valid Email'"
"1473","""ankitrai326@gmail.com""","'Valid Email'"
"1474","[1,2,3]","False"
"1474","[4,1,2]","True"
"1474","[2,1,4,3,6,7,6,3]","True"
"1475","'amazonprime'","5"
"1475","'partofthejourneyistheend'","12"
"1475","'bestinstareels'","7"
"1476","[1,2,3,1,1,4,5,6],8","21"
"1476","[12,10,9,45,2,10,10,45,10],9","78"
"1476","[1,10,9,4,2,10,10,45,4],9","71"
"1477","['a', 'a', 'b', 'c', 'd', 'd']","[['a', 'a'], ['b'], ['c'], ['d', 'd']]"
"1477","[0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4]","[[0, 0], [1], [2], [3], [4, 4], [5], [6, 6, 6], [7], [8], [9], [4, 4]]"
"1477","[10, 10, 15, 19, 18, 18, 17, 26, 26, 17, 18, 10]","[[10, 10], [15], [19], [18, 18], [17], [26, 26], [17], [18], [10]]"
"1478","[['green', 'orange'], ['black'], ['green', 'orange'], ['white']]","{('green', 'orange'): 2, ('black',): 1, ('white',): 1}"
"1478","[[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]]","{(1, 3): 2, (5, 7): 2, (13, 15, 17): 1, (9, 11): 1}"
"1478","[[1, 2], [3, 4], [4, 5], [6, 7]]","{(1, 2): 1, (3, 4): 1, (4, 5): 1, (6, 7): 1}"
"1479","[(3, 5), (7, 8), (6, 2), (7, 11)]","[(10, 13), (9, 7), (10, 16), (13, 10), (14, 19), (13, 13)]"
"1479","[(4, 6), (8, 9), (7, 3), (8, 12)]","[(12, 15), (11, 9), (12, 18), (15, 12), (16, 21), (15, 15)]"
"1479","[(2, 4), (6, 7), (5, 1), (6, 10)]","[(8, 11), (7, 5), (8, 14), (11, 8), (12, 17), (11, 11)]"
"1480","100","""Odd"""
"1480","125","""Even"""
"1480","10","""Even"""
"1481","[1,7]","8"
"1481","[1,2,4]","14"
"1481","[1,2,1,2]","15"
"1482","10, 215, 110","(149.26829268292684, 95.34883720930233, 84.31372549019608)"
"1482","0, 215, 0","(120.0, 100.0, 84.31372549019608)"
"1482","255, 255, 255","(0, 0.0, 100.0)"
"1483","[1,5,7,9,10]","10"
"1483","[1,2,3,4,5,6,7,8,9,10]","2"
"1483","[1,3,5,7,4,1,6,8]","4"
"1484","""(4, 5, 6)""","(4, 5, 6)"
"1484","""(1, 2, 3)""","(1, 2, 3)"
"1484","""(7, 8, 9)""","(7, 8, 9)"
"1485","[1,2,4,5],7","4"
"1485","[1,2,4,5],3","2"
"1485","[1,2,4,5],6","4"
"1486","""abbbba""","('Found a match!')"
"1486","""dc""","('Not matched!')"
"1486","""ac""","('Not matched!')"
"1487","[""Part"", ""is""], ""Wrong""","('Part', 'is', 'Wrong')"
"1487","[""We"", ""are""], ""Developers""","('We', 'are', 'Developers')"
"1487","[""WEB"", ""is""], ""best""","('WEB', 'is', 'best')"
"1488","9,7","63"
"1488","10,15","150"
"1488","4,20","80"
"1489","[2,1,4]","True"
"1489","[1,2,3]","False"
"1489","[3,2,1]","False"
"1490","(3, 7, 9, (6, 8), 12)","(3, 7, 9, 12)"
"1490","(2, 6, 8, (5, 7), 11)","(2, 6, 8, 11)"
"1490","(1, 5, 7, (4, 6), 10)","(1, 5, 7, 10)"
"1491","[[1,0],[2,0]]","2"
"1491","[[1,2],[2,3],[4,5]]","3"
"1491","[[1, 3], [5, 7], [9, 11], [13, 15, 17]]","4"
"1492","[2,3,2,3,6,8,9],3,8","3"
"1492","[1,1,1,2,3,4],1,6","2"
"1492","[1,2,3],1,3","0"
"1493","""accddbbjjj""","('Not matched!')"
"1493","""aabAbbbc""","('Not matched!')"
"1493","""aabbbb""","('Found a match!')"
"1494","[{'name': 'Item-1', 'price': 101.1},{'name': 'Item-2', 'price': 555.22}, {'name': 'Item-3', 'price': 45.09},{'name': 'Item-4', 'price': 22.75}],1","[{'name': 'Item-4', 'price': 22.75}]"
"1494","[{'name': 'Item-1', 'price': 101.1},{'name': 'Item-2', 'price': 555.22}],2","[{'name': 'Item-1', 'price': 101.1},{'name': 'Item-2', 'price': 555.22}]"
"1494","[{'name': 'Item-1', 'price': 101.1},{'name': 'Item-2', 'price': 555.22}],1","[{'name': 'Item-1', 'price': 101.1}]"
"1495","{'a': 36, 'b':39, 'c':49}","124"
"1495","{'a': 25, 'b':18, 'c':45}","88"
"1495","{'a': 100, 'b':200, 'c':300}","600"
"1496","7,13","40"
"1496","5,7","12"
"1496","2,5","8"
"1497","[1, 2, 3]","6"
"1497","[15, 12, 13, 10]","50"
"1497","[0, 1, 2]","3"
"1498","99,3","792"
"1498","10,2","40"
"1498","16,2","64"
"1499","'python                     program'","('pythonprogram')"
"1499","'python   programming    language'","('pythonprogramminglanguage')"
"1499","'python  program'","('pythonprogram')"
"1500","1,2,2","2"
"1500","-1,-2,-3","0"
"1500","1,1,1","3"
"1501","[7,8,9,1,2,3],6","3"
"1501","[4,5,1,2,3],5","2"
"1501","[3,2,1],3","1"
"1502","14","False"
"1502","36","True"
"1502","10","False"
"1503","[1,1],2","False"
"1503","[1,2,1,4],4","True"
"1503","[1,2,3],3","True"
"1504","[[2,3,1]]","[2,3,1]"
"1504","[[3,2,1], [6,5,4], [12,11,10]]","[12,11,10]"
"1504","[[1,2,3], [4,5,6], [10,11,12], [7,8,9]]","[10, 11, 12]"
"1505","'PrECIOusMOVemENTSYT'","6"
"1505","'GooGLEFluTTER'","4"
"1505","'GeMKSForGERksISBESt'","5"
"1506","[8,9,1]","9"
"1506","[2,4,1,3]","1"
"1506","[1,3,5]","1"
"1507","(7, 8, 9, 44, 11, 12), 11","True"
"1507","(1, 2, 3, 4, 5, 6), 7","False"
"1507","(10, 4, 5, 6, 8), 6","True"
"1508","(11, 12, 13), (10, 11, 12)","True"
"1508","(4, 5, 6), (3, 4, 5)","True"
"1508","(1, 2, 3), (2, 3, 4)","False"
"1509","11,15,12,23","['p', 'p', 'p', 'p', 'p', 'p', 'p', 'p', 'p', 'p', 'p', 'q', 'q', 'q', 'q', 'q', 'q', 'q', 'q', 'q', 'q', 'q', 'q', 'q', 'q', 'q', 'r', 'r', 'r', 'r', 'r', 'r', 'r', 'r', 'r', 'r', 'r', 'r', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's']"
"1509","0,1,2,3","['q', 'r', 'r', 's', 's', 's']"
"1509","4,2,0,-2","['p', 'p', 'p', 'p', 'q', 'q']"
"1510","[(2, 14), (12, 25)], [(2, 14), (12, 25)]","True"
"1510","[(1, 2), (3, 7)], [(12, 14), (12, 45)]","False"
"1510","[(10, 4), (2, 5)], [(10, 4), (2, 5)]","True"
"1511","""eshwar enclave Road""","('eshwar enclave Rd.')"
"1511","""palnadu Road""","('palnadu Rd.')"
"1511","""ravipadu Road""","('ravipadu Rd.')"
"1512","'language'","8"
"1512","'program'","7"
"1512","'python'","6"
"1513","4,2","4"
"1513","10,5","25"
"1513","10,20","100"
"1514","[2,2,1,0,0,0,1,1,2,1], 10","[0, 0, 0, 1, 1, 1, 1, 2, 2, 2]"
"1514","[1,0,0,1,2,1,2,2,1,0], 10","[0, 0, 0, 1, 1, 1, 1, 2, 2, 2]"
"1514","[1,2,0,1,0,1,2,1,1], 9","[0, 0, 1, 1, 1, 1, 1, 2, 2]"
"1515","(3, 2, 5, 6, 8)","()"
"1515","(2, 1, 4 ,5 ,6)","()"
"1515","(1, 5, 3, 6, 8)","()"
"1516","[10,15,14,13,18,12,20],10,5","[10, 15, 20]"
"1516","[1, 2, 3, 5, 7, 8, 10],2,5","[2, 5, 8, 10]"
"1516","[19, 65, 57, 39, 152, 639, 121, 44, 90, 190],19,13","[19, 65, 57, 39, 152, 190]"
"1517","'Python'","5"
"1517","'string'","6"
"1517","'abc'","3"
"1518","[2,1,5,6,8,3,4,9,10,11,8,12]","([2, 1, 5, 6, 8, 3, 4, 9, 10, 11, 8, 12], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
"1518","[2,2,3,1,2,6,7,9]","([2, 3, 1, 2, 6, 7, 9], [2, 1, 1, 1, 1, 1, 1])"
"1518","[1,2,2,2,4,4,4,5,5,5,5]","([1, 2, 4, 5], [1, 3, 3, 4])"
"1519","3","False"
"1519","1","False"
"1519","2","True"
"1520","{ ""G"": ""Green"", ""W"": ""White"" },{ ""O"": ""Orange"", ""W"": ""White"", ""B"": ""Black"" }","{'W': 'White', 'O': 'Orange', 'G': 'Green', 'B': 'Black'}"
"1520","{ ""R"": ""Red"", ""B"": ""Black"", ""P"": ""Pink"" },{ ""O"": ""Orange"", ""W"": ""White"", ""B"": ""Black"" }","{'O': 'Orange', 'P': 'Pink', 'B': 'Black', 'W': 'White', 'R': 'Red'}"
"1520","{ ""R"": ""Red"", ""B"": ""Black"", ""P"": ""Pink"" }, { ""G"": ""Green"", ""W"": ""White"" }","{'B': 'Black', 'R': 'Red', 'P': 'Pink', 'G': 'Green', 'W': 'White'}"
"1521","""password""","False"
"1521","""Password@10""","True"
"1521","""password@10""","False"
"1522","""Its been a long day"", ""been""","'string doesnt start with the given substring'"
"1522","""dreams for dreams makes life fun"", ""makes""","'string doesnt start with the given substring'"
"1522","""Hi there how are you Hi alex"", ""Hi""","'string starts with the given substring'"
"1523","[1,2,3,4]","[1,3]"
"1523","[1,3,5,2]","[1,3,5]"
"1523","[5,6,7]","[5,7]"
"1524","[1, 2, 3, 4, 5],[1,2]","[2,3]"
"1524","[2,3,8,4,7,9],[0,3,5]","[2, 4, 9]"
"1524","[1,0,2,3],[0,1]","[1,0]"
"1525","1,0,1","""Right-angled Triangle"""
"1525","1,2,3","""Obtuse-angled Triangle"""
"1525","2,2,2","""Acute-angled Triangle"""
"1526"," [[1,2,3,2],[4,5,6,2],[7,8,9,5],],1","15"
"1526"," [[1,2,3,2],[4,5,6,2],[7,8,9,5],],0","12"
"1526"," [[1,2,3,2],[4,5,6,2],[7,8,9,5],],3","9"
"1527","""dgsuy@#$%&1255""","(5,4,5)"
"1527","""fjdsif627348#%$^&""","(6,6,5)"
"1527","""abc!@#123""","(3,3,3)"
"1528","['cdma','gsm','hspa','gsm','cdma','cdma']","'gsm'"
"1528","['aaa','bbb','ccc','bbb','aaa','aaa']","'bbb'"
"1528","['abc','bcd','abc','bcd','bcd','bcd']","'abc'"
"1529","123.01247,1","123.1"
"1529","123.01247,0","124"
"1529","123.01247,2","123.02"
"1530","[1,5,1],3","1"
"1530","[1,1,1,1],4","6"
"1530","[3,2,1,7,8,9],6","0"
"1531","'hello300how546mer231'","546"
"1531","'100klh564abc365bg'","564"
"1531","'its233beenalong343journey234'","343"
"1532","{10:'red',20:'blue',30:'black'}","[10,20,30]"
"1532","{27:'language',39:'java',44:'little'}","[27,39,44]"
"1532","{1:'python',2:'java'}","[1,2]"
"1533","2","[[1,2],[4,3]]"
"1533","7","[[1, 2, 3, 4, 5, 6, 7], [24, 25, 26, 27, 28, 29, 8], [23, 40, 41, 42, 43, 30, 9], [22, 39, 48, 49, 44, 31, 10], [21, 38, 47, 46, 45, 32, 11], [20, 37, 36, 35, 34, 33, 12], [19, 18, 17, 16, 15, 14, 13]]"
"1533","3","[[1, 2, 3], [8, 9, 4], [7, 6, 5]]"
"1534","2,4,4,6","1"
"1534","1,2,4,2","0"
"1534","4,2,2,5","-1.5"
"1535","[1, -2, 1, 1, -2, 1],6","2"
"1535","[-1, -2, 3, 4, 5],5","3"
"1535","[-2, -3, 4, -1, -2, 1, 5, -3],8","5"
"1536","3","153"
"1536","4","496"
"1536","2","28"
"1537","""00011"",""01001""","2"
"1537","""111"",""111""","0"
"1537","""0011"",""1111""","1"
"1538","[(""aaaa"", 28), (""aa"", 30), (""bab"", 29), (""bb"", 21), (""csa"", ""C"")]","[('aa', 30), ('aaaa', 28), ('bab', 29), ('bb', 21), ('csa', 'C')]"
"1538","[(""Sarala"", 28), (""Ayesha"", 30), (""Suman"", 29),(""Sai"", 21), (""G"", ""H"")]","[('Ayesha', 30), ('G', 'H'), ('Sai', 21), ('Sarala', 28), ('Suman', 29)]"
"1538","[(""Amana"", 28), (""Zenat"", 30), (""Abhishek"", 29),(""Nikhil"", 21), (""B"", ""C"")]","[('Abhishek', 29), ('Amana', 28), ('B', 'C'), ('Nikhil', 21), ('Zenat', 30)]"
"1539","1,-5,6","""No"""
"1539","2,0,2","""Yes"""
"1539","2,0,-1","""Yes"""
"1540","[8, 4, 2, 1], 4","6"
"1540","[1, 20, 6, 4, 5], 5","5"
"1540","[3, 1, 2], 3","2"
"1541","[1, 2, 3, 2, 3, 1, 3], 7","3"
"1541","[5, 7, 2, 7, 5, 2, 5], 7","5"
"1541","[2, 3, 5, 4, 5, 2, 4, 3, 5, 2, 4, 4, 2], 13","5"
"1542","10,[2,7,13,19]","26"
"1542","12,[2,7,13,19]","32"
"1542","100,[2,7,13,19]","5408"
"1543","7,2","3"
"1543","5,2","3"
"1543","8,5","2"
"1544","5","3"
"1544","4","2"
"1544","7","4"
"1545","[100,200,300,400],[700,800,900,1000],4","4"
"1545","[5,6,7,8],[4,3,2,1],4","1"
"1545","[900, 940, 950, 1100, 1500, 1800],[910, 1200, 1120, 1130, 1900, 2000],6","3"
"1546","[4, 8, 2, 10, 15, 18]","[4, 8, 2, 10, 15, 18]"
"1546","[1, 2, 3]","[1, 2, 3]"
"1546","[4, 5, 6]","[4, 5, 6]"
"1547","10,20,30","450"
"1547","15,25,35","700"
"1547","6,9,4","30"
"1548","39","16"
"1548","40","7"
"1548","60","10"
"1549","90,45,45","True"
"1549","150,30,70","False"
"1549","50,60,70","True"
"1550","1,4","4"
"1550","6,12","2"
"1550","9,13","1.44"
"1551","[1,2,3,-4]","[1,2,3]"
"1551","[1,-2,3,-4]","[1,3]"
"1551","[4,5,-6,7,-8]","[4,5,7]"
"1552","2","1"
"1552","30","24"
"1552","18","13"
"1553","[25, 35, 22, 85, 14, 65, 75, 25, 58]","[14, 25, 22, 25, 35, 65, 75, 85, 58]"
"1553","[4, 5, 6, 2]","[2, 4, 6, 5]"
"1553","[25, 44, 68, 21, 39, 23, 89]","[21, 25, 23, 44, 39, 68, 89]"
"1554","11","False"
"1554","18","True"
"1554","10","True"
"1555","[0,1,0],3","1"
"1555","[1,0,1,0],4","3"
"1555","[0,0,1,1,0],5","2"
"1556","['Red', 'Blue', 'Black', 'White', 'Pink']","[['R', 'e', 'd'], ['B', 'l', 'u', 'e'], ['B', 'l', 'a', 'c', 'k'], ['W', 'h', 'i', 't', 'e'], ['P', 'i', 'n', 'k']]"
"1556","['python']","[['p', 'y', 't', 'h', 'o', 'n']]"
"1556","[' red ', 'green',' black', 'blue ',' orange', 'brown']","[[' ', 'r', 'e', 'd', ' '], ['g', 'r', 'e', 'e', 'n'], [' ', 'b', 'l', 'a', 'c', 'k'], ['b', 'l', 'u', 'e', ' '], [' ', 'o', 'r', 'a', 'n', 'g', 'e'], ['b', 'r', 'o', 'w', 'n']]"
"1557","[[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]]","25"
"1557","[[1, 3], [5, 7], [9, 11], [13, 15, 17]] ","16"
"1557","[[2, 4], [[6,8], [4,5,8]], [10, 12, 14]]","9"
"1558","[10, 20, 30, 40]","[[], [10], [20], [30], [40], [10, 20], [10, 30], [10, 40], [20, 30], [20, 40], [30, 40], [10, 20, 30], [10, 20, 40], [10, 30, 40], [20, 30, 40], [10, 20, 30, 40]]"
"1558","['X', 'Y', 'Z']","[[], ['X'], ['Y'], ['Z'], ['X', 'Y'], ['X', 'Z'], ['Y', 'Z'], ['X', 'Y', 'Z']]"
"1558","[1,2,3]","[[],[1],[2],[3],[1,2],[1,3],[2,3],[1,2,3]]"
"1559","""cooltricks@""","'Discard'"
"1559","""dawood@""","'Discard'"
"1559","""skdmsam326""","'Accept'"
"1560","[""bcda"", ""abce"", ""cbda"", ""cbea"", ""adcb""],""abcd""","['bcda', 'cbda', 'adcb']"
"1560","["" keep"","" abcdef"","" xyz""],"" peek""","["" keep""]"
"1560","[""recitals"","" python""], ""articles"" ","[""recitals""]"
"1561","""python is a programming language"",1","[('python', 1)]"
"1561","""python is a programming language"",1","[('python', 1)]"
"1561","""python is a programming language"",5","[('python', 1),('is', 1), ('a', 1), ('programming', 1), ('language', 1)]"
"1562","[1, 2, 2, 3], 4","3"
"1562","[36, 41, 56, 35, 44, 33, 34, 92, 43, 32, 42], 11","5"
"1562","[1, 9, 3, 10, 4, 20, 2], 7","4"
"1563","[""abcd"", ""Python"", ""abba"", ""aba""]","['abba', 'aba']"
"1563","[""php"", ""res"", ""Python"", ""abcd"", ""Java"", ""aaa""]","['php', 'aaa']"
"1563","[""abcd"", ""abbccbba"", ""abba"", ""aba""]","['abbccbba', 'abba', 'aba']"
"1564","[1, 2, 3, 4, 5, 6, 7],4","[4, 8, 12, 16, 20, 24, 28]"
"1564","[1, 2, 3, 4, 5, 6, 7],10","[10, 20, 30, 40, 50, 60, 70]"
"1564","[1, 2, 3, 4, 5, 6, 7],3","[3, 6, 9, 12, 15, 18, 21]"
"1565","""January""","True"
"1565","""February""","False"
"1565","""March""","True"
"1566","[1,2,3,4,5,6,7,8],8","2"
"1566","[1,2,3,4,5,6,7,8,9],9","1"
"1566","[1,2,3],3","2"
"1567","""PHP""","3"
"1567","""""","0"
"1567","""python language""","8"
"1568","[[2], [0], [1, 2, 3], [0, 1, 2, 3, 6, 7], [9, 11], [13, 14, 15, 17]],1,3","[[2], [1, 2, 3]]"
"1568","[[2], [0], [1, 2, 3], [0, 1, 2, 3, 6, 7], [9, 11], [13, 14, 15, 17]],0,7","[[2], [0], [1, 2, 3], [0, 1, 2, 3, 6, 7]]"
"1568","[[2], [0], [1, 2, 3], [0, 1, 2, 3, 6, 7], [9, 11], [13, 14, 15, 17]],13,17","[[13, 14, 15, 17]]"
"1569","[10,15,-14,13,-18,12,-20]","50"
"1569","[19, -65, 57, 39, 152,-639, 121, 44, 90, -190]","522"
"1569","[2, 4, -6, -9, 11, -12, 14, -5, 17]","48"
"1570","""abcd"",""cdba""","False"
"1570","""abc"",""cba""","False"
"1570","""abacd"",""cdaba""","True"
"1571","[[1, 2], [2, 3], [3, 4], [5, 6]],[[3, 4], [5, 6]]","True"
