id,problem_id,input,output
2803,257,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]",16
2804,257,"[[1, 1, 1], [1, 1, 1], [1, 1, 1]]",16
2805,257,"[[-1, -1, -1], [-1, -1, -1], [-1, -1, -1]]",16
2806,257,"[[5, 5, 5], [5, 5, 5], [5, 5, 5]]",16
2807,257,"[[1, 2, 3], [4, 5, 6], [7, 8, 9]]",16
2808,257,"[[9, 8, 7], [6, 5, 4], [3, 2, 1]]",16
2809,257,"[[15, 72, 47, 87, 35, 8, 40, 23, 40, 90, 70, 100], [83, 90, 81, 9, 53, 48, 1, 68, 26, 22, 54, 1], [89, 59, 84, 62, 22, 11, 98, 55, 51, 39, 56, 37], [43, 58, 92, 76, 72, 41, 58, 1, 35, 1, 97, 61], [84, 30, 17, 96, 42, 94, 51, 53, 46, 83, 92, 87], [49, 12, 80, 11, 66, 91, 71, 41, 69, 65, 9, 93], [39, 88, 96, 12, 3, 96, 72, 7, 50, 47, 60, 62], [52, 3, 72, 1, 100, 49, 35, 11, 81, 79, 55, 4], [57, 79, 56, 4, 71, 21, 40, 19, 40, 15, 22, 68], [54, 36, 80, 12, 95, 71, 74, 62, 100, 20, 71, 52], [43, 13, 41, 5, 38, 68, 41, 33, 97, 61, 14, 79], [16, 82, 19, 23, 54, 30, 14, 23, 31, 28, 95, 65]]",16
2810,257,"[[17, 44, 8, 20, 37, 45, 67], [63, 56, 50, 26, 66, 60, 42], [7, 22, 96, 15, 67, 26, 12], [27, 65, 80, 58, 42, 29, 13], [92, 5, 85, 26, 33, 64, 52], [65, 39, 30, 72, 81, 85, 45], [65, 96, 31, 45, 22, 43, 49]]",16
2811,257,"[[9, 8, 62, 96, 95, 17, 95, 53, 25, 20, 51, 44], [84, 83, 61, 34, 95, 39, 9, 58, 100, 99, 41, 19], [25, 100, 6, 78, 50, 85, 7, 79, 32, 18, 98, 37], [75, 50, 97, 78, 88, 18, 41, 59, 66, 28, 91, 98], [3, 32, 2, 97, 32, 29, 88, 17, 15, 4, 70, 75], [46, 76, 53, 97, 31, 57, 97, 12, 53, 48, 29, 2], [45, 78, 25, 27, 68, 71, 12, 87, 63, 49, 27, 52], [72, 93, 55, 99, 42, 76, 57, 55, 62, 52, 69, 27], [54, 28, 83, 80, 25, 100, 67, 97, 24, 21, 19, 55], [16, 33, 88, 3, 68, 82, 30, 24, 2, 61, 68, 45], [79, 86, 97, 87, 34, 82, 23, 55, 19, 12, 50, 16], [63, 43, 94, 14, 57, 31, 12, 28, 3, 18, 59, 63]]",16
2812,257,"[[77, 8, 74], [22, 65, 49], [27, 55, 43]]",16
2813,257,"[[67, 65, 23, 58, 90, 25, 73], [90, 40, 34, 48, 30, 38, 58], [11, 11, 10, 29, 16, 20, 93], [4, 50, 12, 66, 32, 67, 27], [21, 21, 62, 70, 31, 70, 5], [38, 48, 99, 74, 43, 20, 20], [16, 56, 76, 92, 93, 52, 76]]",16
2814,258,78,830
2815,258,0,83
2816,258,1,83
2817,258,-1,83
2818,259,"""()()""",10
2819,259,0,true
2820,259,1,true
2821,259,-1,true
2822,260,5,"[1, 2, 5]"
2823,260,0,"[1, 2, 5]"
2824,260,1,"[1, 2, 5]"
2825,260,-1,"[1, 2, 5]"
2826,261,[[0]],1
2827,261,[[]],0
